userId,interactionType,objectName,startTimestamp,endTimestamp,errorCount
0,MY_TECHNIQUE,ObjectCategory_1_Number_9,2.112048,67.56,16
0,MY_TECHNIQUE,ObjectCategory_9_Number_17,67.56,70.72,6
0,MY_TECHNIQUE,ObjectCategory_4_Number_30,70.72,75.8,7
0,MY_TECHNIQUE,ObjectCategory_5_Number_83,75.8,77.48,5
0,MY_TECHNIQUE,ObjectCategory_6_Number_48,77.48,83.06,7
0,MY_TECHNIQUE,ObjectCategory_4_Number_35,83.06,86.48,7
0,MY_TECHNIQUE,ObjectCategory_2_Number_67,86.48,102.86,160
0,MY_TECHNIQUE,ObjectCategory_2_Number_27,102.86,105.12,4
0,MY_TECHNIQUE,ObjectCategory_5_Number_47,105.12,110.26,58
0,MY_TECHNIQUE,ObjectCategory_9_Number_6,110.26,148.46,87
0,MY_TECHNIQUE,ObjectCategory_0_Number_61,148.46,152.48,13
0,MY_TECHNIQUE,ObjectCategory_3_Number_104,152.48,201.14,16
0,MY_TECHNIQUE,ObjectCategory_5_Number_115,201.14,208.04,3
0,MY_TECHNIQUE,ObjectCategory_7_Number_72,208.04,212.9,25
0,MY_TECHNIQUE,ObjectCategory_5_Number_44,212.9,216.64,7
0,MY_TECHNIQUE,ObjectCategory_8_Number_57,216.64,235.08,38
0,MY_TECHNIQUE,ObjectCategory_3_Number_104,235.08,244.3,12
0,MY_TECHNIQUE,ObjectCategory_2_Number_65,244.3,258.16,16
0,MY_TECHNIQUE,ObjectCategory_0_Number_76,258.16,261.36,5
0,MY_TECHNIQUE,ObjectCategory_2_Number_65,261.36,265.48,19
userId,interactionType,objectName,startTimestamp,endTimestamp,errorCount
0,MY_TECHNIQUE,ObjectCategory_1_Number_9,2.112048,67.56,16
0,MY_TECHNIQUE,ObjectCategory_9_Number_17,67.56,70.72,6
0,MY_TECHNIQUE,ObjectCategory_4_Number_30,70.72,75.8,7
0,MY_TECHNIQUE,ObjectCategory_5_Number_83,75.8,77.48,5
0,MY_TECHNIQUE,ObjectCategory_6_Number_48,77.48,83.06,7
0,MY_TECHNIQUE,ObjectCategory_4_Number_35,83.06,86.48,7
0,MY_TECHNIQUE,ObjectCategory_2_Number_67,86.48,102.86,160
0,MY_TECHNIQUE,ObjectCategory_2_Number_27,102.86,105.12,4
0,MY_TECHNIQUE,ObjectCategory_5_Number_47,105.12,110.26,58
0,MY_TECHNIQUE,ObjectCategory_9_Number_6,110.26,148.46,87
0,MY_TECHNIQUE,ObjectCategory_0_Number_61,148.46,152.48,13
0,MY_TECHNIQUE,ObjectCategory_3_Number_104,152.48,201.14,16
0,MY_TECHNIQUE,ObjectCategory_5_Number_115,201.14,208.04,3
0,MY_TECHNIQUE,ObjectCategory_7_Number_72,208.04,212.9,25
0,MY_TECHNIQUE,ObjectCategory_5_Number_44,212.9,216.64,7
0,MY_TECHNIQUE,ObjectCategory_8_Number_57,216.64,235.08,38
0,MY_TECHNIQUE,ObjectCategory_3_Number_104,235.08,244.3,12
0,MY_TECHNIQUE,ObjectCategory_2_Number_65,244.3,258.16,16
0,MY_TECHNIQUE,ObjectCategory_0_Number_76,258.16,261.36,5
0,MY_TECHNIQUE,ObjectCategory_2_Number_65,261.36,265.5,19
0,MY_TECHNIQUE,ObjectCategory_2_Number_65,261.36,265.5,19
userId,interactionType,objectName,startTimestamp,endTimestamp,errorCount
0,MY_TECHNIQUE,ObjectCategory_1_Number_9,2.112048,67.56,16
0,MY_TECHNIQUE,ObjectCategory_9_Number_17,67.56,70.72,6
0,MY_TECHNIQUE,ObjectCategory_4_Number_30,70.72,75.8,7
0,MY_TECHNIQUE,ObjectCategory_5_Number_83,75.8,77.48,5
0,MY_TECHNIQUE,ObjectCategory_6_Number_48,77.48,83.06,7
0,MY_TECHNIQUE,ObjectCategory_4_Number_35,83.06,86.48,7
0,MY_TECHNIQUE,ObjectCategory_2_Number_67,86.48,102.86,160
0,MY_TECHNIQUE,ObjectCategory_2_Number_27,102.86,105.12,4
0,MY_TECHNIQUE,ObjectCategory_5_Number_47,105.12,110.26,58
0,MY_TECHNIQUE,ObjectCategory_9_Number_6,110.26,148.46,87
0,MY_TECHNIQUE,ObjectCategory_0_Number_61,148.46,152.48,13
0,MY_TECHNIQUE,ObjectCategory_3_Number_104,152.48,201.14,16
0,MY_TECHNIQUE,ObjectCategory_5_Number_115,201.14,208.04,3
0,MY_TECHNIQUE,ObjectCategory_7_Number_72,208.04,212.9,25
0,MY_TECHNIQUE,ObjectCategory_5_Number_44,212.9,216.64,7
0,MY_TECHNIQUE,ObjectCategory_8_Number_57,216.64,235.08,38
0,MY_TECHNIQUE,ObjectCategory_3_Number_104,235.08,244.3,12
0,MY_TECHNIQUE,ObjectCategory_2_Number_65,244.3,258.16,16
0,MY_TECHNIQUE,ObjectCategory_0_Number_76,258.16,261.36,5
0,MY_TECHNIQUE,ObjectCategory_2_Number_65,261.36,265.52,19
0,MY_TECHNIQUE,ObjectCategory_2_Number_65,261.36,265.52,19
0,MY_TECHNIQUE,ObjectCategory_2_Number_65,261.36,265.52,19
